ironía dramática,n,"when the audience knows something that the characters in the narrative are unaware of, thus being one step ahead","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
pathos,n,"the feeling of pity, empathy, or compassion that the audience has for the tragic hero","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
tres unidades,n,"theatrical rules from Aristotle's Poetics. It says a play should have one action, and takes place in one place in a day","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
asíndeton,n,"asyndeton. The omission of conjunctions in a series of related clauses (ex: oro, lilio, clavel, cristal luciente)","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
cacofonía,n,"cacophony. Harsh, unpleasant, and sharp sounds","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
epíteto,n,"a term used to characterize a person or thing","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
metonimia,n,"metonymy. The use of a single characteristic of an object to identify it","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
paradoja,n,"paradox. The use of contradictory statements to express something truthful","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
polisíndeton,n,"the use of several conjunctions in close succession, especially when redundant","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
sinécdoque,n,"synecdoche: a type of metaphor that uses one part of an object to identify the entire thing","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
sinestesia,n,"phenomenon whereby a sensory stimulus triggers a different kind of sensation","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
retruécano,n,"pun","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
conceptismo,n,"Spanish Baroque literary movement characterized by its use of puns, paradoxes, and cleverness","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
culteranismo,n,"Spanish literary style of the sixteenth and seventeenth centuries, characterized by metaphors & complex syntax","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
custumbrismo,n,"depiction of local everyday life in art and literature","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
existencialismo,n,"philosophical movement that emphasizes the experiences of the individual to inform his or her knowledge","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
neoclasicismo,n,"Eighteenth century literary movement that rejected the Baroque, instead drawing inspiration from the classics","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
postmodernismo,n,"postmodernism: twentieth century cultural movement that opposed functionalism and modern rationalism","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
surrealismo,n,"art and literary movement characterized by the expression of unconscious, irrational and imaginary ideas","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
vanguardia,n,"avant-garde. A movement that emerged around World War I that experimented with new literary techniques","Literary Spanish terms to study for the AP Exam provided by the CollegeBoard","Terms for Achievement Number 5",Difficult AP Spanish
